target,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
3.8317810546203583,0,B,B,0.001675269566476345,A,4.662102410761606,55.3846,45.14494807913628,14.863314264472727,97.1795,0.33814833924372445,0.5108235945390305,C,-0.4691429244052565,0.6563383140601218,C,0.36350915353548907,0.2839935924857855,0.5243211555470442,0.14913516131084964
3.6396883159588183,1,D,C,0.8192642624489963,C,2.4442949926183983,51.5385,2602.7239800119046,19.15776164743274,96.0256,1.627777436694538,0.8492663288727109,C,1.6547184585117418,0.7726651022676378,C,0.6113035291477004,0.05521929054521024,0.8117693796977775,0.6617066030866686
3.3675071585979914,1,D,D,-0.5847260928712785,C,1.8356387662933722,46.1538,17954.312947940263,22.168641710673057,94.4872,1.4927828159772072,0.65183765329021,C,-1.2549159675461183,0.7468325574882329,D,0.2647008569891981,0.3778742903377861,0.37540779873488844,0.44113285727598056
3.812016595302798,0,B,A,0.6290435632690787,A,0.030770722440031095,42.8205,13.518534958198229,12.797387673185499,91.4103,0.18038591854278863,0.2762866191950093,A,1.5365145636682451,0.8416059706360102,C,0.04438553892526286,0.5302238808944821,0.7369378365603788,0.45726078224648725
3.6736472885421056,0,A,A,-0.2961026360280812,A,3.1145226486934425,40.7692,549.4158112991145,16.95814025797298,88.3333,0.28960183166729325,0.17968260305507128,C,-1.484292701243847,0.8274476444348693,B,0.4070046261079226,0.25097806937992573,1.3897764045204821,0.22632576440587723
3.512792484480437,0,A,B,-0.16080354200676084,D,4.996650173216797,38.7179,44.261046633983916,15.731105713013285,84.8718,0.26451771437762506,0.48593175022630525,C,-0.33507746456490517,0.46885894890874624,C,0.5006274345236235,0.9440864925272763,0.27522372691118835,0.04156827483726348
3.577936230353264,0,B,A,0.22788641741499305,A,2.12119322211216,35.641,9353.168572241257,17.8789448029903,79.8718,0.3249635113923035,0.5467889913417925,B,0.7989177239404479,0.17200778471305966,B,0.1590033652978961,0.4374882709234953,1.9310636713417733,0.16244979440806795
4.27597732349465,1,C,A,0.9417234542779624,B,3.8037154780254556,33.0769,2.7412273098073263,10.072806169018648,77.5641,0.8070395520164482,0.6001077320383472,C,2.277608667368168,0.9829604825936258,B,1.457774038515759,0.7010668076109141,0.33140678827459813,0.9655187630998598
3.697776722767342,1,A,B,0.29828088777139783,D,2.936119049341744,28.9744,5462.730341380745,19.582444613300314,74.4872,0.8394440461236445,1.4617502015462187,C,0.7133706384603105,0.4019556175917387,A,0.010149384654596888,0.17584789195097983,0.8122801685299534,0.1651836731937597
3.359882958116512,0,B,C,-0.19058451522141695,A,0.37502126047604234,26.1538,24.485206233060804,11.605237926957777,71.4103,0.6018043456703802,0.5226737735191426,A,-0.5767157939813772,0.7661615444812924,D,1.0111733448173643,0.24197482271119952,0.57956286055873,-0.14213236432438828
3.3449874022728374,0,C,C,-0.3746094829402864,A,2.0487510904907333,23.0769,9885.61090795285,18.706726244197302,66.4103,0.6619098454773764,0.9496170979886133,A,-0.8686758357593564,0.09201697469688952,C,0.22714414520865947,0.023683182895183563,0.5600020241983023,-0.14020564668780933
2.481011154183086,0,D,B,0.27518851310014725,B,3.9983699367655503,22.3077,704.4592477985402,15.629803494006522,61.7949,0.4856938850795123,1.088239982071893,C,0.5465343647289425,0.895406560273841,B,0.8680047940238453,0.3287710486911237,1.3470710079174326,0.18174587740415893
3.8841255577211466,0,B,A,-0.8989536589942873,A,2.4854823063040774,22.3077,17.19269490170438,11.692189445511996,57.1795,0.31586866635444977,0.7720089399654709,C,-2.4932623534140483,0.8008786188438535,B,0.9459925891488059,0.41309142555110157,1.082727936763918,0.8825949641983658
